A=5639 B=3806 C=9272 X=324213548 Y=1857018146 Z=48481004605 M=8717
A=6166 B=7646 C=5102 X=200634128 Y=2496808898 Z=29725077541 M=6492
A=8056 B=3533 C=8347 X=948354598 Y=2215946298 Z=77416628305 M=2107
A=2997 B=9316 C=9228 X=565156659 Y=1097171291 Z=33523734588 M=3224
A=4897 B=7355 C=8216 X=680614806 Y=1888144232 Z=81023425145 M=8389
A=7894 B=7173 C=7361 X=726733836 Y=5641078649 Z=74246169272 M=3240
A=4696 B=6986 C=7995 X=672993556 Y=4108025473 Z=32116155420 M=5087
A=7643 B=7651 C=9101 X=550387422 Y=2529138156 Z=54640978802 M=8815
A=6876 B=6832 C=7342 X=728518700 Y=7767927428 Z=85601040428 M=5854
A=7911 B=5507 C=9454 X=290512282 Y=3076991319 Z=12363480610 M=6685
A=8744 B=4040 C=6185 X=824989904 Y=1506542178 Z=20701756279 M=4643
A=5841 B=3716 C=5712 X=786055549 Y=7680787656 Z=83118876434 M=4666
A=3607 B=8989 C=8652 X=710934478 Y=7151066435 Z=79869597147 M=4594
A=3561 B=6406 C=6727 X=178161181 Y=4798718110 Z=87770301716 M=9806
A=2802 B=7509 C=8799 X=917852953 Y=8824117314 Z=46284291761 M=7139
A=7767 B=9053 C=5218 X=425680074 Y=8948441920 Z=66846267644 M=7358
A=9820 B=4957 C=5850 X=737162828 Y=6449714855 Z=71539338142 M=7866
A=6093 B=8136 C=9826 X=862609292 Y=9762049944 Z=96555953013 M=1541
A=8914 B=8973 C=7094 X=759643161 Y=9254361939 Z=27839819615 M=7320
A=8973 B=8960 C=5975 X=514327106 Y=8658037458 Z=62784905527 M=4788
A=5825 B=5848 C=5635 X=853191826 Y=1597934889 Z=67743426225 M=5762
A=3192 B=5172 C=8962 X=120869689 Y=8221070699 Z=23535637671 M=1204
A=9652 B=3947 C=6840 X=806279136 Y=9380724713 Z=16235278476 M=3038
A=9255 B=8673 C=6852 X=988970658 Y=6761859730 Z=64840416080 M=3461
A=6029 B=5575 C=5019 X=856368455 Y=4030209321 Z=27038084906 M=1210
A=8519 B=7549 C=5607 X=449828298 Y=1364537160 Z=99774093634 M=5342
A=3865 B=8597 C=6356 X=789773856 Y=5095687485 Z=69572911146 M=8138
A=7540 B=8966 C=8902 X=374016395 Y=5365109228 Z=59861868190 M=3477
A=7231 B=8358 C=8144 X=833233863 Y=9815737749 Z=42190370243 M=3182
A=9068 B=9138 C=8081 X=650497285 Y=2012327462 Z=78733942790 M=1561
A=4305 B=8828 C=7824 X=162764383 Y=3033284269 Z=85406162917 M=1232
A=8111 B=4434 C=6059 X=193473399 Y=9244546178 Z=22982588868 M=3450
A=3633 B=9224 C=7490 X=521660290 Y=1747291297 Z=26380230004 M=4116
A=8227 B=7622 C=8642 X=214303979 Y=3192834986 Z=94260360580 M=9716
A=4206 B=8605 C=8406 X=415970727 Y=3781155418 Z=66286879555 M=3769
A=3765 B=8586 C=5266 X=671794924 Y=8686479868 Z=23386680381 M=7845
A=5088 B=6314 C=9208 X=582534772 Y=5046604725 Z=94074398604 M=8645
A=5715 B=7682 C=8572 X=695834945 Y=8887828368 Z=44423117604 M=2124
A=6374 B=4860 C=6538 X=954536206 Y=8625315965 Z=68795026769 M=9884
A=4599 B=3545 C=8195 X=118313615 Y=7876141143 Z=25715500118 M=6699
A=5427 B=6930 C=6434 X=628485179 Y=1520005376 Z=24873890831 M=6111
A=4226 B=5602 C=5898 X=634235989 Y=6752202508 Z=99528991895 M=5929
A=9591 B=4312 C=6697 X=858639832 Y=8598338980 Z=74469676231 M=3509
A=2431 B=9631 C=8692 X=418626150 Y=5867183845 Z=13675350064 M=8246
A=3070 B=9421 C=8586 X=863033217 Y=1094707127 Z=34765313125 M=6740
A=7929 B=9251 C=5749 X=806944541 Y=6987384968 Z=21454898146 M=3030
A=5924 B=7398 C=9645 X=508573669 Y=8897961580 Z=98807130055 M=9606
A=7172 B=6306 C=9275 X=779396789 Y=4979080031 Z=46978144599 M=3356
A=9531 B=4424 C=9272 X=695183616 Y=3929514530 Z=49714982986 M=1879
A=9555 B=8088 C=5726 X=851571295 Y=7401232718 Z=61698357412 M=5085
A=7753 B=3199 C=9196 X=231888479 Y=2722571318 Z=40763546837 M=8668
A=7460 B=5564 C=7772 X=314124538 Y=8802522299 Z=88313061546 M=3400
A=8786 B=8343 C=9425 X=475678246 Y=3090936502 Z=95193540082 M=5413
A=6953 B=6405 C=6539 X=338726659 Y=9509009489 Z=60620469550 M=8002
A=8187 B=7448 C=6732 X=484703537 Y=1445123125 Z=44960599781 M=2336
A=7632 B=6766 C=6226 X=506668722 Y=1381621867 Z=24034401569 M=5514
A=9046 B=8311 C=5869 X=581422313 Y=7226752306 Z=64885031852 M=8563
A=6502 B=7218 C=9806 X=214452494 Y=1358085500 Z=37211319426 M=1032
A=5783 B=9822 C=5314 X=925477922 Y=2468906714 Z=75597203626 M=7070
A=8170 B=7756 C=5525 X=388817483 Y=5958085706 Z=62090746068 M=4074
A=4137 B=8353 C=7869 X=766134904 Y=8684346368 Z=96794166307 M=1650
A=4473 B=5111 C=6221 X=295227222 Y=3842007793 Z=36530022974 M=3153
A=6278 B=9872 C=6962 X=187315096 Y=7032997253 Z=15737098424 M=7567
A=9060 B=8728 C=7266 X=173607974 Y=4678353370 Z=66715804385 M=6055
A=3211 B=4240 C=7385 X=853661456 Y=9503000571 Z=66838575939 M=2072
A=3689 B=8520 C=9423 X=914985417 Y=7835601605 Z=76068456263 M=5772
A=6629 B=9430 C=8724 X=574816912 Y=1275107780 Z=29455000255 M=1859
A=5444 B=9608 C=7203 X=423153274 Y=6304239901 Z=76704034865 M=3658
A=8201 B=9825 C=6797 X=617550462 Y=8494316335 Z=78938568910 M=9139
A=8006 B=3180 C=8910 X=247477413 Y=8663876320 Z=43369685545 M=8245
A=2462 B=7823 C=8430 X=255224232 Y=7562762528 Z=25415695223 M=6605
A=3028 B=5231 C=9843 X=686147567 Y=6590445005 Z=10368118221 M=4287
A=7753 B=9954 C=7759 X=623117974 Y=3783918956 Z=82372569972 M=9818
A=5314 B=9668 C=9894 X=923806725 Y=8147700742 Z=22869328688 M=4346
A=3242 B=4144 C=7356 X=711169847 Y=2635354881 Z=14772861186 M=1354
A=5328 B=6231 C=7092 X=443477069 Y=6611156217 Z=25046283243 M=6363
A=7209 B=5481 C=8118 X=570601208 Y=8076449137 Z=47173104582 M=2567
A=9171 B=9371 C=5295 X=988051481 Y=4100448087 Z=41925265998 M=2242
A=5358 B=7088 C=7047 X=268001003 Y=5797076005 Z=69282795042 M=5819
A=8793 B=8943 C=7707 X=471845812 Y=8400498983 Z=94608851957 M=9366
A=7132 B=4973 C=9720 X=606602704 Y=8103246426 Z=44031996676 M=3877
A=2974 B=5318 C=6297 X=923770883 Y=2366913027 Z=61582343017 M=2452
A=5530 B=8749 C=7747 X=710190139 Y=5567037486 Z=28042406643 M=8935
A=2067 B=7805 C=8452 X=215007551 Y=8642664874 Z=25155206816 M=4860
A=3962 B=9109 C=6740 X=954394079 Y=7464471120 Z=38746611857 M=4768
A=6746 B=8891 C=7065 X=177349524 Y=5581775423 Z=22637010699 M=8475
A=4365 B=5450 C=5192 X=725437006 Y=6294350917 Z=81363808627 M=7747
A=7768 B=6332 C=9899 X=330383979 Y=1199956538 Z=17646522603 M=7825
A=8193 B=6585 C=7056 X=832531821 Y=8394912902 Z=91198092382 M=4622
A=7993 B=3889 C=9811 X=613598205 Y=1900688705 Z=57345260684 M=3237
A=8460 B=3473 C=6124 X=236518338 Y=9831664010 Z=19934343594 M=1768
A=9617 B=8014 C=5976 X=978499883 Y=6138935684 Z=47821455118 M=9756
A=9287 B=4080 C=6742 X=935179239 Y=6360422932 Z=89162540305 M=8662
A=9859 B=4664 C=8581 X=741181665 Y=3482492273 Z=84855019316 M=5372
A=8667 B=6259 C=9191 X=641831124 Y=6511556227 Z=90843315863 M=5195
A=5593 B=6595 C=8450 X=358392660 Y=1440530138 Z=19359784946 M=7681
A=9195 B=3079 C=6890 X=655550899 Y=7946262965 Z=83764238328 M=2591
A=3736 B=3262 C=5611 X=411688261 Y=2300122931 Z=25823490865 M=3528
A=8642 B=9722 C=6082 X=968954224 Y=2525556384 Z=73745815839 M=4168
A=4398 B=5204 C=8445 X=403754761 Y=2549191003 Z=76026679225 M=1761
A=2660 B=3027 C=8355 X=739717718 Y=1475528244 Z=96150736583 M=8125
A=5195 B=9463 C=7757 X=399961081 Y=5822385644 Z=55521000024 M=9467
A=5876 B=9138 C=7465 X=908151305 Y=6071633874 Z=21516638754 M=2937
A=2746 B=8417 C=5189 X=644851271 Y=8137264360 Z=14123660338 M=6285
A=2825 B=6291 C=8366 X=407947398 Y=9644822443 Z=58859774998 M=6235
A=4040 B=4938 C=9677 X=127522888 Y=2201745523 Z=67184944367 M=7067
A=4964 B=7897 C=9639 X=264956896 Y=5703156245 Z=76463241670 M=1774
A=6154 B=9149 C=9944 X=202608500 Y=7413715346 Z=83338581642 M=6822
A=5654 B=9388 C=7834 X=406283660 Y=7629860251 Z=93211409900 M=9965
A=4352 B=9464 C=5711 X=577324602 Y=8454804069 Z=68533568890 M=9981
A=8947 B=6454 C=6342 X=655056128 Y=3968562922 Z=65712331430 M=6897
A=2205 B=6758 C=7389 X=333358740 Y=4533892134 Z=10283339124 M=2358
A=4183 B=8216 C=8750 X=330663265 Y=9818052826 Z=26849317618 M=1533
A=8687 B=9913 C=5405 X=815958082 Y=5552868513 Z=10277372737 M=5669
A=6458 B=7218 C=6502 X=249211971 Y=4162638455 Z=88290923019 M=4685
A=3980 B=4446 C=5801 X=506927664 Y=9279343535 Z=76016639570 M=6122
A=4760 B=6322 C=7703 X=256229728 Y=6805967578 Z=16664911496 M=5007
A=9311 B=6926 C=6495 X=241519280 Y=5398008943 Z=11221129489 M=9111
A=2785 B=8521 C=9713 X=322603793 Y=4992449408 Z=96839279922 M=5901
A=9869 B=6277 C=5859 X=978529631 Y=9211273693 Z=50413678617 M=8321
A=5259 B=4568 C=6508 X=951252044 Y=3493912473 Z=45761407364 M=4199
A=4559 B=4956 C=9133 X=996807760 Y=7887063787 Z=56672247389 M=7731
A=4410 B=3510 C=6421 X=378513227 Y=3974039355 Z=90767201286 M=7734
A=3279 B=7821 C=8105 X=651805787 Y=1050319628 Z=23874792356 M=9682
A=9166 B=3309 C=5873 X=710267534 Y=1542033508 Z=22759982229 M=6920
A=6528 B=5709 C=7622 X=443354499 Y=3731247390 Z=60407386765 M=4555
A=8427 B=3695 C=6279 X=604673097 Y=8454739116 Z=27525348141 M=9949
A=6739 B=4652 C=5823 X=918138860 Y=5584999164 Z=12419976300 M=1230
A=6356 B=7468 C=7416 X=578134775 Y=9055629608 Z=10768538119 M=8560
A=2734 B=5799 C=5828 X=612949497 Y=5130882451 Z=82812208340 M=9070
A=5044 B=7544 C=6150 X=392718560 Y=5979963021 Z=44235412289 M=8406
A=2987 B=9661 C=5934 X=300620653 Y=2133834685 Z=32039965701 M=7312
A=9348 B=6892 C=5493 X=351080260 Y=5082036841 Z=45593281837 M=2577
A=9086 B=3543 C=5613 X=746830434 Y=1153464234 Z=15105734954 M=6126
A=7898 B=3029 C=9016 X=930742468 Y=5947989608 Z=17851711190 M=8413
A=7103 B=8203 C=8440 X=949681076 Y=2515287339 Z=33104950778 M=7519
A=4357 B=7171 C=6744 X=807852561 Y=5990349133 Z=32855478682 M=8501
A=5859 B=5119 C=9697 X=500203995 Y=2994183745 Z=36468168618 M=9459
A=5982 B=7029 C=6232 X=746726497 Y=2316894553 Z=34183148409 M=8318
A=5623 B=6128 C=5230 X=268243696 Y=5673275640 Z=60119490693 M=1292
A=2876 B=4115 C=6345 X=410383166 Y=1243356391 Z=18103061020 M=4532
A=5710 B=3095 C=9341 X=170231989 Y=8813441638 Z=36141042569 M=4104
A=8654 B=3712 C=8183 X=411718938 Y=4643896922 Z=79485613822 M=8438
A=9671 B=4951 C=9111 X=474857228 Y=2695485853 Z=85353424665 M=7451
A=8108 B=5459 C=5419 X=108111420 Y=7023983819 Z=79241480612 M=8329
A=2735 B=7141 C=6717 X=381090661 Y=5977962631 Z=92502211481 M=9555
A=7292 B=3897 C=5166 X=635407474 Y=7690581790 Z=52164282143 M=6313
A=8332 B=3146 C=9768 X=721501971 Y=3496815960 Z=50802716868 M=3234
A=9308 B=6167 C=5946 X=634658519 Y=4647131219 Z=93173219615 M=6215
A=5442 B=3041 C=7242 X=115172913 Y=8582046748 Z=98830578022 M=3596
A=6485 B=6847 C=8401 X=522724729 Y=8148311648 Z=19564971989 M=3239
A=6762 B=3766 C=6366 X=268142266 Y=1878692330 Z=24380226879 M=3538
A=8340 B=3268 C=6619 X=613904729 Y=1273212225 Z=13166599899 M=9922
A=2000 B=4000 C=8000 X=707829789 Y=1845269529 Z=56706555200 M=2000
A=2849 B=6967 C=7932 X=423427635 Y=6766648645 Z=91673917755 M=1436
A=7696 B=7781 C=6902 X=607133959 Y=8964841476 Z=28918297563 M=7610
A=5966 B=6285 C=5225 X=464549830 Y=6890201598 Z=12587710127 M=6641
A=2109 B=3532 C=9727 X=400094158 Y=6044036008 Z=85008016766 M=2014
A=3628 B=9586 C=6537 X=181521896 Y=3366795747 Z=80467382199 M=4142
A=2345 B=7840 C=9122 X=765646193 Y=4677590395 Z=38960103890 M=5503
A=2060 B=7009 C=6134 X=158809607 Y=1470775333 Z=55229305971 M=9830
A=3089 B=8255 C=8809 X=628203380 Y=5755639519 Z=93223324602 M=5507
A=4947 B=6721 C=5899 X=856834113 Y=2974175521 Z=34955570368 M=5962
A=5325 B=8405 C=6897 X=727570126 Y=9196371529 Z=84610174119 M=2904
A=4805 B=5502 C=8584 X=251724959 Y=9901873465 Z=46664773279 M=5946
A=8856 B=8434 C=8303 X=509932047 Y=6162966375 Z=87250184199 M=9171
A=5602 B=7675 C=9653 X=783449505 Y=7106588848 Z=99929391339 M=6893
A=5924 B=5118 C=8637 X=360627661 Y=2877218868 Z=23038427602 M=5318
A=2862 B=8509 C=7402 X=520189942 Y=3147872913 Z=69101860377 M=2418
A=8857 B=9145 C=9146 X=417444571 Y=5832715900 Z=92659567238 M=8146
A=2827 B=8187 C=5661 X=589366463 Y=9458318783 Z=11955802169 M=1183
A=2370 B=7187 C=8876 X=791044395 Y=1754170198 Z=36929704669 M=5433
A=5217 B=8925 C=7757 X=851150426 Y=4980167693 Z=77360574632 M=9171
A=2573 B=9861 C=7965 X=812284132 Y=8876564639 Z=30014483462 M=1824
A=2221 B=4175 C=5764 X=707814451 Y=9284453657 Z=35243721508 M=1313
A=5361 B=3657 C=5908 X=919878696 Y=8932744877 Z=46690863530 M=1340
A=6535 B=5791 C=7818 X=653945213 Y=2151352108 Z=73718734700 M=4114
A=9304 B=6763 C=8586 X=915968694 Y=8057666829 Z=19199082329 M=3812
A=7686 B=5525 C=9033 X=769094184 Y=4880985113 Z=86820440379 M=1113
A=5590 B=9089 C=8287 X=545605091 Y=5759233949 Z=15917435279 M=6237
A=3294 B=8203 C=5996 X=518045414 Y=8603489977 Z=43959337678 M=9871
A=8182 B=3302 C=9914 X=606559059 Y=7543502350 Z=25369287280 M=1690
A=8595 B=9593 C=6822 X=577423885 Y=2968836652 Z=83240528002 M=1001
A=4169 B=4567 C=6051 X=930411943 Y=7629824127 Z=43072261337 M=3431
A=7741 B=8011 C=6938 X=171653467 Y=9556910097 Z=80083374491 M=4025
A=5278 B=7984 C=6485 X=835354733 Y=8214604881 Z=60148147243 M=6478
A=4540 B=4036 C=8901 X=315118912 Y=2095688042 Z=98046061530 M=9487
A=5508 B=8406 C=7859 X=350064024 Y=5831866419 Z=26712259971 M=7512
A=7197 B=7314 C=9862 X=543920293 Y=1306667808 Z=81829695182 M=7585
A=4362 B=3465 C=9814 X=595319395 Y=6164405372 Z=16887770839 M=4883
A=4978 B=9796 C=8051 X=714972080 Y=4076560432 Z=47857541699 M=3428
A=5237 B=7568 C=8299 X=211873705 Y=8402084478 Z=18657748116 M=6010
A=4761 B=8969 C=6593 X=411895585 Y=2535491256 Z=10698278275 M=9100
A=4148 B=4195 C=8317 X=216806392 Y=4684451598 Z=43076891823 M=9406
A=4348 B=4685 C=7503 X=622737698 Y=2025742209 Z=59736469682 M=5401
A=2917 B=7826 C=6609 X=106660859 Y=5573558105 Z=76469477514 M=2586
A=6407 B=5432 C=5857 X=581651882 Y=9172705715 Z=13949256379 M=2700
A=3332 B=3977 C=5074 X=117606044 Y=1516010115 Z=14664878820 M=8529
A=8386 B=8690 C=8796 X=438724113 Y=1735914267 Z=11760222229 M=8938
A=4797 B=8876 C=9865 X=125904820 Y=6906841365 Z=65369007568 M=3999
A=8668 B=9825 C=7755 X=274621705 Y=6037827059 Z=23622805092 M=9903
A=7408 B=4461 C=6191 X=547577898 Y=3664631423 Z=12036486337 M=1629
A=7809 B=6158 C=8661 X=140981740 Y=3086542969 Z=88575627482 M=7241
A=2225 B=3193 C=8144 X=336912749 Y=2913352703 Z=71608990489 M=1043
A=5150 B=3041 C=5659 X=214678477 Y=2613392084 Z=96807314347 M=7297
A=8158 B=5465 C=6848 X=666434480 Y=4297782692 Z=64784220869 M=5307
A=6631 B=5141 C=6434 X=654081441 Y=8640549141 Z=92662053815 M=6949
A=5160 B=6787 C=6458 X=873884870 Y=4251748548 Z=97515485328 M=9692
A=4267 B=7480 C=9782 X=637449191 Y=8361448319 Z=39323147718 M=6440
A=5414 B=5682 C=8990 X=836015685 Y=8922867857 Z=24289950141 M=8836
A=2431 B=6374 C=6012 X=303168834 Y=6999501596 Z=22829811127 M=1582
A=2162 B=5157 C=9162 X=589495136 Y=5827096931 Z=66650386460 M=3165
A=2002 B=9029 C=8148 X=650502700 Y=6309357817 Z=87989068768 M=4528
A=4334 B=6986 C=9791 X=349044421 Y=7792924236 Z=14500654610 M=9952
A=9691 B=8500 C=8724 X=926442125 Y=9705661973 Z=68646336488 M=4559
A=6020 B=5179 C=6804 X=801242602 Y=3120523227 Z=16169073976 M=8526
A=7950 B=8444 C=8271 X=667253775 Y=8592520191 Z=74295814310 M=1364
A=4887 B=5399 C=9203 X=316701707 Y=3073429698 Z=47631770938 M=6791
A=8484 B=9581 C=8655 X=381843548 Y=1762880011 Z=79502985309 M=8961
A=3624 B=9993 C=9496 X=259903710 Y=3156380417 Z=68947001013 M=1906
A=8918 B=7833 C=5142 X=762297723 Y=6077026545 Z=15427068139 M=9642
A=5562 B=4655 C=5735 X=789008877 Y=3793220622 Z=63869395960 M=6944
A=9641 B=4360 C=9701 X=964291462 Y=9647106596 Z=40674811855 M=2583
A=7158 B=7138 C=6917 X=317263145 Y=6815244987 Z=66770903469 M=4836
A=7004 B=9794 C=8987 X=863285617 Y=8053137067 Z=31079456166 M=3129
A=3036 B=7182 C=7914 X=944734324 Y=3342073374 Z=51366824746 M=2713
A=9773 B=9436 C=6570 X=627015236 Y=8256576474 Z=80164551084 M=5874
A=7982 B=5561 C=7182 X=322424129 Y=6585584894 Z=33971083650 M=7303
A=9692 B=7194 C=5129 X=798002540 Y=2528226866 Z=91997515104 M=2718
A=5976 B=5345 C=9025 X=925296691 Y=6360000984 Z=13596692067 M=8324
A=3882 B=6824 C=6516 X=934572224 Y=8090479628 Z=63645370354 M=3533
A=2056 B=9265 C=8141 X=763419030 Y=2880593355 Z=57052691143 M=1197
A=7352 B=5542 C=5664 X=505662998 Y=3521019039 Z=91737898291 M=9155
A=6799 B=5723 C=8598 X=845719682 Y=5269075673 Z=52516403674 M=7574
A=6876 B=9871 C=5413 X=411000981 Y=4955624185 Z=56717756193 M=4159
A=5679 B=3517 C=5257 X=721551359 Y=6017227369 Z=16775065959 M=9583
A=2153 B=6451 C=6637 X=311952410 Y=5745755218 Z=35640994065 M=4433
A=3524 B=3967 C=5782 X=661357644 Y=3503256352 Z=92955833248 M=1488
A=7415 B=3550 C=6271 X=181848417 Y=2150615414 Z=85564748078 M=1004
A=8772 B=5006 C=5589 X=167608611 Y=7764072692 Z=58625724994 M=9439
A=6422 B=4430 C=5191 X=598316970 Y=2296253080 Z=36512225037 M=5379
A=9261 B=9039 C=5723 X=202005988 Y=1950472898 Z=64355207700 M=7152
A=5961 B=5645 C=6011 X=157438259 Y=9729017308 Z=38715049207 M=3317
A=4344 B=7683 C=5628 X=150348505 Y=3193687504 Z=74327928701 M=2918
A=3438 B=7307 C=7004 X=258143648 Y=8989529951 Z=43730023349 M=1444
A=9103 B=7307 C=5928 X=479723603 Y=4053334414 Z=33446983997 M=5336
A=2719 B=5556 C=9157 X=495649048 Y=8793241481 Z=74240737971 M=4099
A=2154 B=6756 C=6004 X=123768174 Y=3973990348 Z=34662398420 M=4595
A=4948 B=8525 C=6389 X=150561587 Y=7473963939 Z=41657542117 M=1941
A=5093 B=9717 C=8496 X=277154205 Y=1475423390 Z=40354346127 M=3693
A=7508 B=9306 C=7238 X=973601461 Y=1433661790 Z=25887389740 M=7278
A=4490 B=9521 C=6369 X=463988184 Y=1587080910 Z=34453344628 M=4982
A=8814 B=5555 C=6425 X=678854947 Y=9288220527 Z=30000184698 M=6640
A=4218 B=9581 C=9148 X=995456477 Y=1081682307 Z=36531391930 M=7988
A=2742 B=8779 C=8710 X=575635334 Y=6134606830 Z=50887567395 M=7803
A=3972 B=7495 C=9365 X=855750865 Y=5055497031 Z=18022929553 M=3855
A=5156 B=5113 C=6166 X=104070895 Y=6896011484 Z=63347471384 M=7496
A=6889 B=8135 C=9573 X=428520224 Y=6865989111 Z=41310303896 M=7852
A=8621 B=8933 C=7458 X=804083631 Y=5369779740 Z=99741603413 M=1534
A=3629 B=9515 C=6039 X=738309516 Y=8102179206 Z=56367893519 M=9637
A=3143 B=4567 C=9424 X=367518838 Y=3349671881 Z=49348426083 M=4165
A=5243 B=6000 C=6477 X=186330922 Y=9395321459 Z=98568347309 M=7910
A=9031 B=5777 C=9289 X=909475269 Y=6192393681 Z=35720946162 M=2082
A=6600 B=8529 C=6883 X=942833452 Y=2882447837 Z=31295858376 M=7380
A=3141 B=4517 C=8694 X=525722657 Y=8172611603 Z=76591523202 M=6403
A=5180 B=3192 C=6240 X=337459790 Y=3862267113 Z=65999223178 M=7677
A=4047 B=5108 C=6090 X=791944381 Y=1189426225 Z=67712396526 M=7485
A=8780 B=7797 C=8789 X=529268312 Y=9600502409 Z=57243687440 M=9563
A=9737 B=5942 C=6098 X=455582233 Y=6573043824 Z=59564560931 M=2354
A=6642 B=5509 C=7451 X=907778554 Y=9114807943 Z=33714649947 M=4865
A=2072 B=3254 C=6611 X=487295305 Y=8569584435 Z=39542986160 M=6811
A=3276 B=4507 C=8645 X=422056729 Y=7537886059 Z=75407539828 M=9956
A=4781 B=9545 C=6624 X=680641049 Y=7245261215 Z=73623076065 M=8647
A=6034 B=8107 C=9868 X=669704502 Y=2652334725 Z=11848532814 M=1515
A=5313 B=5641 C=6623 X=965003633 Y=4298129316 Z=90222004910 M=8105
A=4517 B=7287 C=7751 X=688743979 Y=4201531728 Z=33263594242 M=7283
A=8875 B=9614 C=6167 X=120044913 Y=7481823965 Z=34801564131 M=5853
A=8256 B=3506 C=5383 X=145038222 Y=1764050131 Z=41063427449 M=6462
A=7410 B=9400 C=9633 X=627411164 Y=8895431027 Z=86437197300 M=8112
A=3220 B=8994 C=6225 X=235920662 Y=2372436233 Z=64627067308 M=9030
A=8078 B=4240 C=7187 X=542671271 Y=9886711490 Z=75925021534 M=5642
A=3297 B=6337 C=8237 X=479952686 Y=3367431164 Z=86734023920 M=7617
A=3734 B=5534 C=5589 X=809393248 Y=1048047748 Z=23726178529 M=2395
A=2987 B=9358 C=9020 X=985996043 Y=2600107955 Z=77008066321 M=5574
A=4086 B=5358 C=7410 X=359134684 Y=5175530982 Z=41703041584 M=6124
A=7502 B=5607 C=8377 X=474940750 Y=4171654127 Z=52565780240 M=7540
A=9330 B=9912 C=6607 X=222866398 Y=3108890632 Z=16539895788 M=6795
A=8383 B=5360 C=5404 X=786199838 Y=4855907308 Z=70913300529 M=4682
A=4108 B=8815 C=9815 X=149494173 Y=8378194604 Z=20081665226 M=3049
A=5234 B=9082 C=8261 X=844936226 Y=6829376895 Z=31941180250 M=4447
A=8324 B=9231 C=7891 X=563226436 Y=8733673633 Z=59337753685 M=4283
A=3422 B=8484 C=9183 X=521606156 Y=8249720998 Z=66465675335 M=9070
A=8276 B=3297 C=8849 X=534745264 Y=3134188389 Z=54692650555 M=1034
A=4029 B=7825 C=7257 X=423783186 Y=6332392518 Z=10220304876 M=7701
A=7618 B=8315 C=8384 X=625553415 Y=7092088470 Z=45344341100 M=5515
A=5857 B=4853 C=9126 X=871361556 Y=4062037021 Z=33630650793 M=2474
A=6308 B=4524 C=5227 X=111610559 Y=4364286608 Z=88093761515 M=1151
A=2066 B=8982 C=6097 X=564854104 Y=2097694175 Z=14269352025 M=1108
A=6533 B=9140 C=7716 X=312837068 Y=6405836774 Z=52090315013 M=9641
A=3883 B=4488 C=7604 X=905714121 Y=3802498156 Z=13526373562 M=5847
A=6005 B=4284 C=5393 X=783852247 Y=4192896232 Z=29152447105 M=6214
A=6557 B=8555 C=8231 X=788110332 Y=5150607080 Z=47950371087 M=3530
A=5121 B=7283 C=9899 X=856695868 Y=7708098198 Z=40849764482 M=6953
A=5175 B=9042 C=5021 X=543964027 Y=8846016078 Z=61041324875 M=2433
A=6765 B=5028 C=7198 X=879115872 Y=8215244931 Z=50682748427 M=5917
A=3431 B=8296 C=5586 X=503227861 Y=9449806312 Z=42476676900 M=3548
A=5643 B=4822 C=8496 X=556191289 Y=8356884520 Z=52114390367 M=1475
A=3705 B=6457 C=8727 X=603413812 Y=6655306716 Z=38706686299 M=8221
A=6606 B=9006 C=6824 X=978798946 Y=3676393141 Z=25977181486 M=4656
A=7344 B=8748 C=7588 X=946204914 Y=9493494456 Z=84874710168 M=8736
A=9090 B=9042 C=9576 X=843260943 Y=5183619803 Z=79879062032 M=1597
A=5958 B=3603 C=6498 X=798637457 Y=1385436982 Z=46469369585 M=1378
A=8173 B=3200 C=8257 X=457415662 Y=5701432035 Z=57025520987 M=4595
A=8454 B=7217 C=9667 X=278971068 Y=7736640403 Z=96468915506 M=6947
A=5290 B=5276 C=9986 X=779902111 Y=3545002875 Z=11136592647 M=1862
A=6549 B=3676 C=8411 X=142749200 Y=1433304061 Z=59097246366 M=7579
A=7694 B=8566 C=9193 X=951931244 Y=5883805391 Z=93135573201 M=6837
A=2604 B=5674 C=7561 X=291301880 Y=9147873941 Z=68958801146 M=7878
A=2460 B=5929 C=9305 X=811356865 Y=7359064382 Z=49943094118 M=8891
A=3102 B=6529 C=6215 X=546204770 Y=9400923347 Z=83464017235 M=4137
A=4361 B=7106 C=6643 X=507066565 Y=6997881686 Z=92759216800 M=4506
A=5895 B=6160 C=5803 X=696955860 Y=7533931992 Z=43607783245 M=7566
A=3515 B=5138 C=8103 X=841190126 Y=2945912072 Z=20995982930 M=2508
A=8216 B=3942 C=5675 X=102235149 Y=3056205871 Z=52988572968 M=6557
A=6196 B=7410 C=6497 X=804945414 Y=8630003458 Z=71658416947 M=1551
A=7097 B=6460 C=7127 X=567286625 Y=4963097496 Z=21904342127 M=5972
A=3990 B=4219 C=8127 X=982791818 Y=8523216722 Z=53771307206 M=5062
A=4271 B=6977 C=6689 X=200641544 Y=8907645102 Z=93718658837 M=7539
A=3784 B=9066 C=6145 X=852133446 Y=2378528882 Z=48580275895 M=2501
A=6336 B=4329 C=8874 X=557194091 Y=1429698827 Z=61117999823 M=8767
A=3339 B=3607 C=8927 X=834140820 Y=6223115685 Z=81396056850 M=1946
A=5941 B=3720 C=6216 X=415652036 Y=2196602033 Z=25995032442 M=5397
A=4562 B=7532 C=6393 X=755812784 Y=3683470359 Z=26643467303 M=5227
